antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Inception (2010)=high'}),0.11313704976834554,0.05594579783789169,0.009565087430877297,0.08454425363276089,1.5111814810065978,1.0,0.003235544916561946,1.0312395830255643,0.3814186959330411,0.05996252342286071,0.030293234995799962,0.12775743402920325
"frozenset({'Lord of the Rings: The Two Towers, The (2002)=high'})",frozenset({'Inception (2010)=high'}),0.0612265231903552,0.05594579783789169,0.007472724555372889,0.12205044751830757,2.1815838228272377,1.0,0.004047357866648289,1.0752943600159695,0.5769415552253591,0.06811989100817438,0.07002209145303366,0.1278106200191716
frozenset({'Inception (2010)=high'}),"frozenset({'Lord of the Rings: The Two Towers, The (2002)=high'})",0.05594579783789169,0.0612265231903552,0.007472724555372889,0.13357079252003562,2.1815838228272377,1.0,0.004047357866648289,1.0834970343856434,0.5737143359718557,0.06811989100817438,0.0770625407691931,0.1278106200191716
frozenset({'Inception (2010)=high'}),"frozenset({'Lord of the Rings: The Return of the King, The (2003)=high'})",0.05594579783789169,0.06491306730433916,0.007074179245753001,0.12644701691896706,1.9479439528890454,1.0,0.003442565905306986,1.07044100450278,0.5154769779627635,0.06217162872154116,0.06580559246747075,0.1177131477534206
"frozenset({'Lord of the Rings: The Return of the King, The (2003)=high'})",frozenset({'Inception (2010)=high'}),0.06491306730433916,0.05594579783789169,0.007074179245753001,0.10897927858787414,1.9479439528890452,1.0,0.003442565905306986,1.0595199185333568,0.5204202840913356,0.06217162872154116,0.05617630918703945,0.1177131477534206
frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),frozenset({'Fight Club (1999)=high'}),0.07781597170328301,0.08060578887062222,0.008419269665720121,0.10819462227912932,1.3422686359758733,1.0,0.002146851879842978,1.0309359352362442,0.2765095054627683,0.05612753238126869,0.030007621403899374,0.10632228023721609
frozenset({'Fight Club (1999)=high'}),frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),0.08060578887062222,0.07781597170328301,0.008419269665720121,0.10444993819530285,1.3422686359758733,1.0,0.002146851879842978,1.0297403435362926,0.27734854812361437,0.05612753238126869,0.028881400755999903,0.10632228023721609
"frozenset({'Silence of the Lambs, The (1991)=high'})",frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),0.08952324017336721,0.07781597170328301,0.008518905993125093,0.09515859766277128,1.2228671772630013,1.0,0.001552568069008141,1.0191664814570727,0.20016952536736896,0.05363864491844416,0.018806035918362485,0.10231681483650729
frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),"frozenset({'Silence of the Lambs, The (1991)=high'})",0.07781597170328301,0.08952324017336721,0.008518905993125093,0.10947503201024328,1.2228671772630013,1.0,0.001552568069008141,1.022404528288426,0.19762834237016016,0.05363864491844416,0.021913565197067917,0.10231681483650729
frozenset({'Forrest Gump (1994)=high'}),frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),0.09390723857918597,0.07781597170328301,0.00831963333831515,0.08859416445623343,1.138508747202288,1.0,0.0010121503183037677,1.011825898334873,0.1342666547266146,0.05091463414634147,0.011687681007507628,0.0977541885021244
frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),frozenset({'Forrest Gump (1994)=high'}),0.07781597170328301,0.09390723857918597,0.00831963333831515,0.10691421254801538,1.138508747202288,1.0,0.0010121503183037677,1.0145640812468184,0.1319238245458196,0.05091463414634147,0.014355013661552273,0.0977541885021244
frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.07781597170328301,0.11313704976834554,0.01185672296119165,0.15236875800256083,1.3467626945774565,1.0,0.003052853497825152,1.0462839337325107,0.27920532374799634,0.06620305980528511,0.04423649474134386,0.12858420286741867
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),0.11313704976834554,0.07781597170328301,0.01185672296119165,0.10479964773227653,1.3467626945774565,1.0,0.003052853497825152,1.03014261104862,0.29032523019318957,0.06620305980528511,0.029260619573766238,0.12858420286741867
"frozenset({'Matrix, The (1999)=high'})",frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),0.09126687590295422,0.07781597170328301,0.011707268470084192,0.12827510917030566,1.6484419118921547,1.0,0.004605247837372864,1.0578842453597905,0.4328735709944979,0.07439062994618549,0.05471699348363381,0.13936162628809778
frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),"frozenset({'Matrix, The (1999)=high'})",0.07781597170328301,0.09126687590295422,0.011707268470084192,0.15044814340588988,1.6484419118921547,1.0,0.004605247837372864,1.069661748183561,0.4265597109022007,0.07439062994618549,0.06512502508559989,0.13936162628809778
frozenset({'Pulp Fiction (1994)=high'}),frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),0.09525232899915309,0.07781597170328301,0.00941563293976984,0.09884937238493724,1.270296704150349,1.0,0.002003480401699939,1.0233406048191078,0.2351841800660699,0.057534246575342465,0.022808246549772853,0.10992404598760307
frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),frozenset({'Pulp Fiction (1994)=high'}),0.07781597170328301,0.09525232899915309,0.00941563293976984,0.1209987195902689,1.270296704150349,1.0,0.002003480401699939,1.02929050408108,0.23073739366754334,0.057534246575342465,0.0284569846558817,0.10992404598760307
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})","frozenset({'Shawshank Redemption, The (1994)=high'})",0.06904797489164549,0.11313704976834554,0.010561450704927016,0.15295815295815296,1.3519722608229874,1.0,0.0027495665332074462,1.0470119667981883,0.2796490547863462,0.061538461538461535,0.044901078773677355,0.1231545498388299
"frozenset({'Shawshank Redemption, The (1994)=high'})","frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",0.11313704976834554,0.06904797489164549,0.010561450704927016,0.09335094671950682,1.3519722608229874,1.0,0.0027495665332074462,1.0268052690728864,0.2935513923599849,0.061538461538461535,0.02610550401352065,0.1231545498388299
frozenset({'Pulp Fiction (1994)=high'}),"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",0.09525232899915309,0.06904797489164549,0.008020724356100234,0.0842050209205021,1.2195147077469255,1.0,0.0014437439349959556,1.0165506978910188,0.19895236567609043,0.051322919987248965,0.01628123213663181,0.10018331854105914
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",frozenset({'Pulp Fiction (1994)=high'}),0.06904797489164549,0.09525232899915309,0.008020724356100234,0.11616161616161617,1.2195147077469255,1.0,0.0014437439349959556,1.0236573649038152,0.19335227233068328,0.051322919987248965,0.02311062833611153,0.10018331854105914
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})","frozenset({'Silence of the Lambs, The (1991)=high'})",0.06904797489164549,0.08952324017336721,0.00782145170129029,0.11327561327561327,1.2653207486262577,1.0,0.0016400532615808818,1.0267866469647788,0.22523884072138434,0.051883674818241896,0.026087841173199004,0.10032172427831859
"frozenset({'Silence of the Lambs, The (1991)=high'})","frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",0.08952324017336721,0.06904797489164549,0.00782145170129029,0.08736783528102392,1.2653207486262577,1.0,0.0016400532615808818,1.020073651902264,0.23030412653537477,0.051883674818241896,0.019678629935034685,0.10032172427831859
"frozenset({'Matrix, The (1999)=high'})","frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",0.09126687590295422,0.06904797489164549,0.011109450505654362,0.12172489082969432,1.7629031267131703,1.0,0.004807657549868254,1.0599776942190835,0.47621666363877957,0.07445742904841403,0.05658392110153872,0.1413097758621776
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})","frozenset({'Matrix, The (1999)=high'})",0.06904797489164549,0.09126687590295422,0.011109450505654362,0.1608946608946609,1.7629031267131703,1.0,0.004807657549868254,1.0829785984509934,0.46485086752474863,0.07445742904841403,0.07662071860854822,0.1413097758621776
"frozenset({'Usual Suspects, The (1995)=high'})","frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",0.07059233796642256,0.06904797489164549,0.007074179245753001,0.10021171489061396,1.4513345981235888,1.0,0.002199921266304904,1.0346345251596378,0.3345991471988018,0.05336339721909056,0.03347512992986002,0.1013324086718582
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})","frozenset({'Usual Suspects, The (1995)=high'})",0.06904797489164549,0.07059233796642256,0.007074179245753001,0.10245310245310245,1.4513345981235888,1.0,0.002199921266304904,1.0354976041628121,0.33404407824374405,0.05336339721909056,0.03428072070867954,0.1013324086718582
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",frozenset({'Fight Club (1999)=high'}),0.06904797489164549,0.08060578887062222,0.010860359687141932,0.15728715728715728,1.9513134167027864,1.0,0.005294693201081931,1.0909934731381143,0.5236839818487365,0.0782483847810481,0.0834042323611546,0.14601069854469112
frozenset({'Fight Club (1999)=high'}),"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",0.08060578887062222,0.06904797489164549,0.010860359687141932,0.134734239802225,1.9513134167027866,1.0,0.005294693201081931,1.0759145547323696,0.53026727547046,0.0782483847810481,0.07055816319099172,0.14601069854469112
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),0.06904797489164549,0.07781597170328301,0.008718178647935037,0.12626262626262627,1.6225798316067204,1.0,0.003345143387597756,1.0554476162008668,0.41215604430887787,0.06310854670032455,0.05253469272160862,0.11914923886754873
frozenset({'Star Wars: Episode IV - A New Hope (1977)=high'}),"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",0.07781597170328301,0.06904797489164549,0.008718178647935037,0.11203585147247119,1.6225798316067204,1.0,0.003345143387597756,1.0484117254644916,0.4160747663551403,0.06310854670032455,0.0461762533636707,0.11914923886754873
frozenset({'Forrest Gump (1994)=high'}),"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",0.09390723857918597,0.06904797489164549,0.008568724156827578,0.09124668435013263,1.321496893910687,1.0,0.0020846195052681826,1.0244276516808222,0.2684960950486136,0.05550177476605356,0.023845170169648003,0.10767240422412835
"frozenset({'Lord of the Rings: The Fellowship of the Ring, The (2001)=high'})",frozenset({'Forrest Gump (1994)=high'}),0.06904797489164549,0.09390723857918597,0.008568724156827578,0.1240981240981241,1.321496893910687,1.0,0.0020846195052681826,1.0344683421163494,0.2613264288941074,0.05550177476605356,0.033319861723204586,0.10767240422412835
frozenset({'Batman Forever (1995)=low'}),frozenset({'Mrs. Doubtfire (1993)=low'}),0.046031983261097,0.022816718975738556,0.007074179245753001,0.15367965367965367,6.735396699370497,1.0,0.00602388041978865,1.1546257693943958,0.8926197006573359,0.11451612903225807,0.13391851584561243,0.23186166090096216
frozenset({'Mrs. Doubtfire (1993)=low'}),frozenset({'Batman Forever (1995)=low'}),0.022816718975738556,0.046031983261097,0.007074179245753001,0.3100436681222707,6.735396699370497,1.0,0.00602388041978865,1.382649847045625,0.8714134411362388,0.11451612903225807,0.27675108623000366,0.23186166090096216
frozenset({'Ace Ventura: Pet Detective (1994)=low'}),frozenset({'Mrs. Doubtfire (1993)=low'}),0.05614507049270164,0.022816718975738556,0.007173815573157973,0.12777284826974267,5.599965902442237,1.0,0.005892769277852969,1.120331187908792,0.8702899761896384,0.09993060374739765,0.10740680006722123,0.2210916643095438
frozenset({'Mrs. Doubtfire (1993)=low'}),frozenset({'Ace Ventura: Pet Detective (1994)=low'}),0.022816718975738556,0.05614507049270164,0.007173815573157973,0.31441048034934493,5.599965902442237,1.0,0.005892769277852969,1.3767055978163778,0.8406073866372107,0.09993060374739765,0.2736282894570042,0.2210916643095438
frozenset({'Dumb & Dumber (Dumb and Dumber) (1994)=low'}),frozenset({'Mrs. Doubtfire (1993)=low'}),0.05310616250685,0.022816718975738556,0.00807054251980272,0.1519699812382739,6.66046601178138,1.0,0.00685883413400402,1.152297984039671,0.89752443381808,0.11894273127753303,0.13216892344613163,0.2528408858156435
frozenset({'Mrs. Doubtfire (1993)=low'}),frozenset({'Dumb & Dumber (Dumb and Dumber) (1994)=low'}),0.022816718975738556,0.05310616250685,0.00807054251980272,0.3537117903930131,6.660466011781381,1.0,0.00685883413400402,1.4651262755806174,0.8697041505776317,0.11894273127753303,0.31746497440726845,0.2528408858156435
frozenset({'Forrest Gump (1994)=high'}),"frozenset({'Godfather, The (1972)=high'})",0.09390723857918597,0.06705524834354605,0.007422906391670403,0.07904509283819629,1.1788054595402038,1.0,0.0011259331874864595,1.0130189267698246,0.1674040557753989,0.048345230369889684,0.012851612566941539,0.09487172918284258
"frozenset({'Godfather, The (1972)=high'})",frozenset({'Forrest Gump (1994)=high'}),0.06705524834354605,0.09390723857918597,0.007422906391670403,0.11069836552748887,1.1788054595402038,1.0,0.0011259331874864595,1.0188812505199798,0.1625858368368108,0.048345230369889684,0.01853135535700924,0.09487172918284258
"frozenset({'Godfather, The (1972)=high'})",frozenset({'Fight Club (1999)=high'}),0.06705524834354605,0.08060578887062222,0.009863996413092213,0.14710252600297177,1.824962301889773,1.0,0.004458955222445199,1.0779656865680685,0.48453402503704207,0.07158351409978307,0.07232668677635613,0.13473791318689998
frozenset({'Fight Club (1999)=high'}),"frozenset({'Godfather, The (1972)=high'})",0.08060578887062222,0.06705524834354605,0.009863996413092213,0.12237330037082819,1.8249623018897732,1.0,0.004458955222445199,1.063031414211368,0.49167535556048153,0.07158351409978307,0.05929402778574435,0.13473791318689998
"frozenset({'Matrix, The (1999)=high'})","frozenset({'Godfather, The (1972)=high'})",0.09126687590295422,0.06705524834354605,0.009365814776067355,0.10262008733624454,1.5303811390047823,1.0,0.00324589174685516,1.0396318643762916,0.3813749012920391,0.06287625418060201,0.038121055860545566,0.12114659641700787
"frozenset({'Godfather, The (1972)=high'})","frozenset({'Matrix, The (1999)=high'})",0.06705524834354605,0.09126687590295422,0.009365814776067355,0.1396731054977712,1.5303811390047823,1.0,0.00324589174685516,1.0562649266274815,0.37147752306659293,0.06287625418060201,0.053267816822365074,0.12114659641700787
"frozenset({'Godfather, The (1972)=high'})",frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.06705524834354605,0.06825088427240572,0.007921088028695263,0.11812778603268947,1.730787627032245,1.0,0.0033445080341424757,1.0565579694771206,0.45257595648565807,0.06218224481814628,0.053530398814851936,0.11709309009663671
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),"frozenset({'Godfather, The (1972)=high'})",0.06825088427240572,0.06705524834354605,0.007921088028695263,0.11605839416058394,1.7307876270322449,1.0,0.0033445080341424757,1.0554370848632055,0.4531567094640923,0.06218224481814628,0.05252523874541579,0.11709309009663671
"frozenset({'Usual Suspects, The (1995)=high'})","frozenset({'Godfather, The (1972)=high'})",0.07059233796642256,0.06705524834354605,0.008668360484232552,0.12279463655610445,1.8312457203496917,1.0,0.003934773730742552,1.0635420057097307,0.48840100747225024,0.06720741599073003,0.059745647439028396,0.1260332766732974
"frozenset({'Godfather, The (1972)=high'})","frozenset({'Usual Suspects, The (1995)=high'})",0.06705524834354605,0.07059233796642256,0.008668360484232552,0.12927191679049035,1.8312457203496915,1.0,0.003934773730742552,1.0673913934276409,0.486549324259214,0.06720741599073003,0.0631365343983444,0.1260332766732974
"frozenset({'Godfather, The (1972)=high'})","frozenset({'Silence of the Lambs, The (1991)=high'})",0.06705524834354605,0.08952324017336721,0.009216360284959896,0.137444279346211,1.535291607855589,1.0,0.0032133571826158383,1.055557035940265,0.37371767025208574,0.0625422582826234,0.052632907601033785,0.12019681969536482
"frozenset({'Silence of the Lambs, The (1991)=high'})","frozenset({'Godfather, The (1972)=high'})",0.08952324017336721,0.06705524834354605,0.009216360284959896,0.10294936004451863,1.535291607855589,1.0,0.0032133571826158383,1.0400134731554886,0.38293996557292675,0.0625422582826234,0.038473994989780665,0.12019681969536482
frozenset({'Pulp Fiction (1994)=high'}),"frozenset({'Godfather, The (1972)=high'})",0.09525232899915309,0.06705524834354605,0.009565087430877297,0.100418410041841,1.4975473586700405,1.0,0.0031779188545379335,1.0370874216088024,0.3672200502909165,0.06262230919765167,0.035761133378003664,0.1215316418708462
"frozenset({'Godfather, The (1972)=high'})",frozenset({'Pulp Fiction (1994)=high'}),0.06705524834354605,0.09525232899915309,0.009565087430877297,0.1426448736998514,1.4975473586700403,1.0,0.0031779188545379335,1.0552776127964816,0.3561212865559531,0.06262230919765167,0.05238205769380085,0.1215316418708462
"frozenset({'Godfather, The (1972)=high'})","frozenset({'Shawshank Redemption, The (1994)=high'})",0.06705524834354605,0.11313704976834554,0.010362178050117073,0.1545319465081724,1.3658827662961446,1.0,0.0027757450810445335,1.048960923560463,0.28712605411355885,0.06101496039894398,0.046675641066090574,0.12306077730516501
"frozenset({'Shawshank Redemption, The (1994)=high'})","frozenset({'Godfather, The (1972)=high'})",0.11313704976834554,0.06705524834354605,0.010362178050117073,0.09158960810215765,1.3658827662961446,1.0,0.0027757450810445335,1.0270080130934596,0.3020452542065283,0.06101496039894398,0.02629776277217977,0.12306077730516501
"frozenset({'Godfather, The (1972)=high'})","frozenset({""Schindler's List (1993)=high""})",0.06705524834354605,0.07487670004483635,0.007522542719075375,0.11218424962852898,1.498253122284406,1.0,0.002501667002423668,1.0420217253051467,0.35645844774888547,0.055967383246849516,0.04032711054353593,0.10632499241240155
"frozenset({""Schindler's List (1993)=high""})","frozenset({'Godfather, The (1972)=high'})",0.07487670004483635,0.06705524834354605,0.007522542719075375,0.10046573519627412,1.4982531222844062,1.0,0.002501667002423668,1.0371419835352442,0.3594721244476779,0.055967383246849516,0.03581186002001445,0.10632499241240155
frozenset({'Pulp Fiction (1994)=high'}),frozenset({'Monty Python and the Holy Grail (1975)=high'}),0.09525232899915309,0.04518507447815474,0.008120360683505206,0.0852510460251046,1.8867081001785275,1.0,0.003816377103460775,1.043799964321194,0.5194556663084753,0.06137048192771085,0.04196202895032477,0.1324821933543384
frozenset({'Monty Python and the Holy Grail (1975)=high'}),frozenset({'Pulp Fiction (1994)=high'}),0.04518507447815474,0.09525232899915309,0.008120360683505206,0.1797133406835722,1.8867081001785275,1.0,0.003816377103460775,1.1029652387066775,0.49221717394491393,0.06137048192771085,0.09335311312930702,0.1324821933543384
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),frozenset({'Monty Python and the Holy Grail (1975)=high'}),0.06825088427240572,0.04518507447815474,0.00782145170129029,0.11459854014598539,2.5362034138372267,1.0,0.0047375304122417175,1.0783977312159339,0.6500782768934851,0.0740566037735849,0.07269834583900474,0.14384833291753513
frozenset({'Monty Python and the Holy Grail (1975)=high'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.04518507447815474,0.06825088427240572,0.00782145170129029,0.17309812568908486,2.5362034138372267,1.0,0.0047375304122417175,1.1267952639532375,0.6343741006333535,0.0740566037735849,0.11252733128145219,0.14384833291753513
"frozenset({'Matrix, The (1999)=high'})",frozenset({'Monty Python and the Holy Grail (1975)=high'}),0.09126687590295422,0.04518507447815474,0.007173815573157973,0.07860262008733623,1.739570444336384,1.0,0.003049914988094481,1.0362683314905334,0.46784411186033903,0.05549132947976878,0.03499897699118753,0.11868388997751596
frozenset({'Monty Python and the Holy Grail (1975)=high'}),"frozenset({'Matrix, The (1999)=high'})",0.04518507447815474,0.09126687590295422,0.007173815573157973,0.15876515986769568,1.739570444336384,1.0,0.003049914988094481,1.0802371475177202,0.4452647628323304,0.05549132947976878,0.07427734521266681,0.11868388997751596
frozenset({'Star Wars: Episode VI - Return of the Jedi (1983)=high'}),frozenset({'Indiana Jones and the Last Crusade (1989)=high'}),0.06237234095551238,0.04214616649230309,0.007223633736860459,0.115814696485623,2.7479295538485937,1.0,0.004594878670434739,1.083317976108073,0.6784032509540883,0.07424475166410649,0.07690999129120042,0.14360474776999826
frozenset({'Indiana Jones and the Last Crusade (1989)=high'}),frozenset({'Star Wars: Episode VI - Return of the Jedi (1983)=high'}),0.04214616649230309,0.06237234095551238,0.007223633736860459,0.17139479905437352,2.7479295538485937,1.0,0.004594878670434739,1.1315734658368566,0.6640779937695374,0.07424475166410649,0.11627478887510968,0.14360474776999826
frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),frozenset({'Indiana Jones and the Last Crusade (1989)=high'}),0.06625815772430628,0.04214616649230309,0.010461814377522045,0.15789473684210528,3.7463605823068313,1.0,0.007669287030600155,1.1374514272903902,0.785093101424532,0.10681586978636827,0.12084157968646066,0.2030608435983576
frozenset({'Indiana Jones and the Last Crusade (1989)=high'}),frozenset({'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)=high'}),0.04214616649230309,0.06625815772430628,0.010461814377522045,0.24822695035460993,3.746360582306831,1.0,0.007669287030600155,1.2420528279327623,0.7653300046809175,0.10681586978636827,0.19488126631105399,0.2030608435983576
frozenset({'Indiana Jones and the Last Crusade (1989)=high'}),frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),0.04214616649230309,0.06825088427240572,0.007273451900562946,0.17257683215130024,2.5285655122431017,1.0,0.004396938768771223,1.126085359865064,0.631118055303223,0.07053140096618357,0.11196785284569585,0.13957308760849685
frozenset({'Star Wars: Episode V - The Empire Strikes Back (1980)=high'}),frozenset({'Indiana Jones and the Last Crusade (1989)=high'}),0.06825088427240572,0.04214616649230309,0.007273451900562946,0.10656934306569343,2.528565512243102,1.0,0.004396938768771223,1.0721076404457066,0.6488000240236897,0.07053140096618357,0.06725783655056244,0.13957308760849685
"frozenset({'Matrix, The (1999)=high'})",frozenset({'American Beauty (1999)=high'}),0.09126687590295422,0.059981069097793056,0.009365814776067355,0.10262008733624454,1.7108745955983693,1.0,0.0038915299861925533,1.0475150130248436,0.4572339375757441,0.06601123595505617,0.04535974418890438,0.12938313336911894
frozenset({'American Beauty (1999)=high'}),"frozenset({'Matrix, The (1999)=high'})",0.059981069097793056,0.09126687590295422,0.009365814776067355,0.15614617940199335,1.7108745955983693,1.0,0.0038915299861925533,1.0768845289496487,0.4420162306067703,0.06601123595505617,0.07139533244538197,0.12938313336911894
"frozenset({'Usual Suspects, The (1995)=high'})",frozenset({'American Beauty (1999)=high'}),0.07059233796642256,0.059981069097793056,0.0070243610820505155,0.09950599858856739,1.6589567356049113,1.0,0.002790157180711764,1.043892496150805,0.4273813759838449,0.05685483870967742,0.04204695053624003,0.10830781657003119
frozenset({'American Beauty (1999)=high'}),"frozenset({'Usual Suspects, The (1995)=high'})",0.059981069097793056,0.07059233796642256,0.0070243610820505155,0.117109634551495,1.6589567356049113,1.0,0.002790157180711764,1.0526875118423586,0.4225569426230648,0.05685483870967742,0.050050476755583155,0.10830781657003119
frozenset({'Fight Club (1999)=high'}),frozenset({'American Beauty (1999)=high'}),0.08060578887062222,0.059981069097793056,0.009465451103472326,0.11742892459826948,1.9577664480573616,1.0,0.004630629711541416,1.065091477730932,0.5321045501860856,0.07218844984802432,0.06111350911341689,0.13761811678418456
frozenset({'American Beauty (1999)=high'}),frozenset({'Fight Club (1999)=high'}),0.059981069097793056,0.08060578887062222,0.009465451103472326,0.15780730897009967,1.9577664480573616,1.0,0.004630629711541416,1.0916672881654546,0.5204297776079395,0.07218844984802432,0.08396998715561153,0.13761811678418456
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'American Beauty (1999)=high'}),0.11313704976834554,0.059981069097793056,0.008967269466447467,0.07926023778071334,1.3214208911729723,1.0,0.002181188266771881,1.0209387814820239,0.27426880874808074,0.054628224582701064,0.020509340875099837,0.11438094945514073
frozenset({'American Beauty (1999)=high'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.059981069097793056,0.11313704976834554,0.008967269466447467,0.14950166112956811,1.3214208911729726,1.0,0.002181188266771881,1.0427568282020625,0.25875951737417635,0.054628224582701064,0.04100364250386589,0.11438094945514073
frozenset({'Pulp Fiction (1994)=high'}),frozenset({'American Beauty (1999)=high'}),0.09525232899915309,0.059981069097793056,0.009515269267174812,0.09989539748953974,1.665448765620873,1.0,0.0038019327397508925,1.0443440998750841,0.4416272600714205,0.0652991452991453,0.042461196343607566,0.12926663562184626
frozenset({'American Beauty (1999)=high'}),frozenset({'Pulp Fiction (1994)=high'}),0.059981069097793056,0.09525232899915309,0.009515269267174812,0.1586378737541528,1.6654487656208732,1.0,0.0038019327397508925,1.0753368172606315,0.4250565832930769,0.0652991452991453,0.07005880952960242,0.12926663562184626
"frozenset({'Silence of the Lambs, The (1991)=high'})",frozenset({'American Beauty (1999)=high'}),0.08952324017336721,0.059981069097793056,0.008120360683505206,0.09070673344462993,1.5122560302608443,1.0,0.002750661028808144,1.033790709199061,0.37204278768494536,0.05743481324876674,0.03268621868853975,0.11304439662264719
frozenset({'American Beauty (1999)=high'}),"frozenset({'Silence of the Lambs, The (1991)=high'})",0.059981069097793056,0.08952324017336721,0.008120360683505206,0.13538205980066445,1.5122560302608443,1.0,0.002750661028808144,1.0530394032961248,0.36035052136997514,0.05743481324876674,0.050367918930769175,0.11304439662264719
frozenset({'Forrest Gump (1994)=high'}),frozenset({'American Beauty (1999)=high'}),0.09390723857918597,0.059981069097793056,0.007871269864992776,0.08381962864721484,1.3974347224547703,1.0,0.0022386132989916843,1.0260195047774523,0.31387853446283953,0.053906516547253494,0.025359659008720312,0.10752443226380674
frozenset({'American Beauty (1999)=high'}),frozenset({'Forrest Gump (1994)=high'}),0.059981069097793056,0.09390723857918597,0.007871269864992776,0.13122923588039864,1.3974347224547703,1.0,0.0022386132989916843,1.0429595456507266,0.3025503622242899,0.053906516547253494,0.04119004023681779,0.10752443226380674
frozenset({'Memento (2000)=high'}),frozenset({'Fight Club (1999)=high'}),0.04961889104767598,0.08060578887062222,0.008170178847207691,0.1646586345381526,2.0427643826232,1.0,0.004170608991424314,1.1006209546693033,0.5371185068982315,0.06693877551020408,0.09142198705414994,0.13300916893780312
frozenset({'Fight Club (1999)=high'}),frozenset({'Memento (2000)=high'}),0.08060578887062222,0.04961889104767598,0.008170178847207691,0.10135970333745364,2.0427643826232,1.0,0.004170608991424314,1.0575767773623521,0.5552213360117888,0.06693877551020408,0.05444217251626079,0.13300916893780312
"frozenset({'Usual Suspects, The (1995)=high'})",frozenset({'Memento (2000)=high'}),0.07059233796642256,0.04961889104767598,0.007173815573157973,0.10162314749470713,2.048073734599655,1.0,0.0036711020468013318,1.0578869060372686,0.5506048098913665,0.06346408109299252,0.0547193709525217,0.1231007303738596
frozenset({'Memento (2000)=high'}),"frozenset({'Usual Suspects, The (1995)=high'})",0.04961889104767598,0.07059233796642256,0.007173815573157973,0.14457831325301207,2.048073734599655,1.0,0.0036711020468013318,1.086490647166013,0.538453809998078,0.06346408109299252,0.07960551468308916,0.1231007303738596
frozenset({'Memento (2000)=high'}),"frozenset({'Shawshank Redemption, The (1994)=high'})",0.04961889104767598,0.11313704976834554,0.009066905793852439,0.18273092369477914,1.6151289437804057,1.0,0.0034531708479414065,1.0851541749763243,0.40073859149185465,0.058995137763371154,0.07847195996659373,0.13143591539208355
"frozenset({'Shawshank Redemption, The (1994)=high'})",frozenset({'Memento (2000)=high'}),0.11313704976834554,0.04961889104767598,0.009066905793852439,0.08014090708938794,1.6151289437804057,1.0,0.0034531708479414065,1.0331811864196878,0.4294399567402601,0.058995137763371154,0.03211555422788091,0.13143591539208355
